No;Kecamatan / Lokasi Kerja;Kota / Kabupaten;Tahun;Bulan;Tonase;Sampah Mudah Terurai;Kertas;Kayu;Kain;Plastik;Kulit / Karet;Logam;Kaca;B3 Domestik;Masker;Lain-Lain;Sort
1625;KEMAYORAN;Kota Jakarta Pusat;2022;Juli;4349,7;2169,20;749,89;138,32;39,15;998,26;30,45;46,98;64,38;18,27;33,93;60,90;7
1626;KEMBANGAN;Kota Jakarta Barat;2022;Juli;5296,48;2641,35;913,11;168,43;47,67;1215,54;37,08;57,20;78,39;22,25;41,31;74,15;7
1627;KEPULAUAN SERIBU;Kabupaten Kepulauan Seribu;2022;Juli;509,42;254,05;87,82;16,20;4,58;116,91;3,57;5,50;7,54;2,14;3,97;7,13;7
1628;KOJA;Kota Jakarta Utara;2022;Juli;3839,88;1914,95;662,00;122,11;34,56;881,25;26,88;41,47;56,83;16,13;29,95;53,76;7
1629;KRAMAT JATI;Kota Jakarta Timur;2022;Juli;3434,16;1712,62;592,05;109,21;30,91;788,14;24,04;37,09;50,83;14,42;26,79;48,08;7
1630;MAKASAR;Kota Jakarta Timur;2022;Juli;2889,56;1441,02;498,16;91,89;26,01;663,15;20,23;31,21;42,77;12,14;22,54;40,45;7
1631;MAMPANG PRAPATAN;Kota Jakarta Selatan;2022;Juli;2887,88;1440,19;497,87;91,83;25,99;662,77;20,22;31,19;42,74;12,13;22,53;40,43;7
1632;MATRAMAN;Kota Jakarta Timur;2022;Juli;2552,74;1273,05;440,09;81,18;22,97;585,85;17,87;27,57;37,78;10,72;19,91;35,74;7
1633;MENTENG;Kota Jakarta Pusat;2022;Juli;2441,82;1217,74;420,97;77,65;21,98;560,40;17,09;26,37;36,14;10,26;19,05;34,19;7
1634;Pademangan;Kota Jakarta Utara;2022;Juli;2944,2;1468,27;507,58;93,63;26,50;675,69;20,61;31,80;43,57;12,37;22,96;41,22;7
1635;PALMERAH;Kota Jakarta Barat;2022;Juli;3990,32;1989,97;687,93;126,89;35,91;915,78;27,93;43,10;59,06;16,76;31,12;55,86;7
1636;PANCORAN;Kota Jakarta Selatan;2022;Juli;4074,74;2032,07;702,49;129,58;36,67;935,15;28,52;44,01;60,31;17,11;31,78;57,05;7
1637;PASAR - CAKUNG;Kota Jakarta Timur;2022;Juli;167,64;83,60;28,90;5,33;1,51;38,47;1,17;1,81;2,48;0,70;1,31;2,35;7
1638;PASAR - CEMPAKA PUTIH;Kota Jakarta Pusat;2022;Juli;328,88;164,01;56,70;10,46;2,96;75,48;2,30;3,55;4,87;1,38;2,57;4,60;7
1639;PASAR - CENGKARENG;Kota Jakarta Barat;2022;Juli;144,26;71,94;24,87;4,59;1,30;33,11;1,01;1,56;2,14;0,61;1,13;2,02;7
1640;PASAR - CILANDAK;Kota Jakarta Selatan;2022;Juli;91,68;45,72;15,81;2,92;0,83;21,04;0,64;0,99;1,36;0,39;0,72;1,28;7
1641;PASAR - CILINCING;Kota Jakarta Utara;2022;Juli;206,94;103,20;35,68;6,58;1,86;47,49;1,45;2,23;3,06;0,87;1,61;2,90;7
1642;PASAR - CIPAYUNG;Kota Jakarta Timur;2022;Juli;91,18;45,47;15,72;2,90;0,82;20,93;0,64;0,98;1,35;0,38;0,71;1,28;7
1643;PASAR - CIRACAS;Kota Jakarta Timur;2022;Juli;82,44;41,11;14,21;2,62;0,74;18,92;0,58;0,89;1,22;0,35;0,64;1,15;7
1644;PASAR - DUREN SAWIT;Kota Jakarta Timur;2022;Juli;738,34;368,21;127,29;23,48;6,65;169,45;5,17;7,97;10,93;3,10;5,76;10,34;7
1645;PASAR - GAMBIR;Kota Jakarta Pusat;2022;Juli;165,72;82,64;28,57;5,27;1,49;38,03;1,16;1,79;2,45;0,70;1,29;2,32;7
1646;PASAR - GROGOL PETAMBURAN;Kota Jakarta Barat;2022;Juli;284,14;141,70;48,99;9,04;2,56;65,21;1,99;3,07;4,21;1,19;2,22;3,98;7
1647;PASAR - JAGAKARSA;Kota Jakarta Selatan;2022;Juli;218,52;108,98;37,67;6,95;1,97;50,15;1,53;2,36;3,23;0,92;1,70;3,06;7
1648;PASAR - JATINEGARA;Kota Jakarta Timur;2022;Juli;287,84;143,55;49,62;9,15;2,59;66,06;2,01;3,11;4,26;1,21;2,25;4,03;7
1649;PASAR - JOHAR BARU;Kota Jakarta Pusat;2022;Juli;16,28;8,12;2,81;0,52;0,15;3,74;0,11;0,18;0,24;0,07;0,13;0,23;7
1650;PASAR - KALIDERES;Kota Jakarta Barat;2022;Juli;46,62;23,25;8,04;1,48;0,42;10,70;0,33;0,50;0,69;0,20;0,36;0,65;7
1651;PASAR - KEBAYORAN BARU;Kota Jakarta Selatan;2022;Juli;289,94;144,59;49,99;9,22;2,61;66,54;2,03;3,13;4,29;1,22;2,26;4,06;7
1652;PASAR - KEBAYORAN LAMA;Kota Jakarta Selatan;2022;Juli;386,98;192,99;66,72;12,31;3,48;88,81;2,71;4,18;5,73;1,63;3,02;5,42;7
1653;PASAR - KEBON JERUK;Kota Jakarta Barat;2022;Juli;277,14;138,21;47,78;8,81;2,49;63,60;1,94;2,99;4,10;1,16;2,16;3,88;7
1654;PASAR - KELAPA GADING;Kota Jakarta Utara;2022;Juli;51,52;25,69;8,88;1,64;0,46;11,82;0,36;0,56;0,76;0,22;0,40;0,72;7
1655;PASAR - KEMAYORAN;Kota Jakarta Pusat;2022;Juli;307,2;153,20;52,96;9,77;2,76;70,50;2,15;3,32;4,55;1,29;2,40;4,30;7
1656;PASAR - KEMBANGAN;Kota Jakarta Barat;2022;Juli;305,06;152,13;52,59;9,70;2,75;70,01;2,14;3,29;4,51;1,28;2,38;4,27;7
1657;PASAR - KOJA;Kota Jakarta Utara;2022;Juli;397,58;198,27;68,54;12,64;3,58;91,24;2,78;4,29;5,88;1,67;3,10;5,57;7
1658;PASAR - KRAMAT JATI;Kota Jakarta Timur;2022;Juli;5070,06;2528,44;874,08;161,23;45,63;1163,58;35,49;54,76;75,04;21,29;39,55;70,98;7
1659;PASAR - MAKASAR;Kota Jakarta Timur;2022;Juli;225,88;112,65;38,94;7,18;2,03;51,84;1,58;2,44;3,34;0,95;1,76;3,16;7
1660;PASAR - MAMPANG PRAPATAN;Kota Jakarta Selatan;2022;Juli;77,96;38,88;13,44;2,48;0,70;17,89;0,55;0,84;1,15;0,33;0,61;1,09;7
1661;PASAR - MATRAMAN;Kota jakarta Timur;2022;Juli;100,04;49,89;17,25;3,18;0,90;22,96;0,70;1,08;1,48;0,42;0,78;1,40;7
1662;PASAR - PADEMANGAN;Kota Jakarta Utara;2022;Juli;312,98;156,08;53,96;9,95;2,82;71,83;2,19;3,38;4,63;1,31;2,44;4,38;7
1663;PASAR - PALMERAH;Kota Jakarta Barat;2022;Juli;28,36;14,14;4,89;0,90;0,26;6,51;0,20;0,31;0,42;0,12;0,22;0,40;7
1664;PASAR - PASAR MINGGU;Kota Jakarta Selatan;2022;Juli;421,22;210,06;72,62;13,39;3,79;96,67;2,95;4,55;6,23;1,77;3,29;5,90;7
1665;PASAR - PASAR REBO;Kota Jakarta Timur;2022;Juli;169,42;84,49;29,21;5,39;1,52;38,88;1,19;1,83;2,51;0,71;1,32;2,37;7
1666;PASAR - PENJARINGAN;Kota Jakarta Utara;2022;Juli;172,02;85,79;29,66;5,47;1,55;39,48;1,20;1,86;2,55;0,72;1,34;2,41;7
1667;PASAR - PESANGGRAHAN;Kota Jakarta Selatan;2022;Juli;48,32;24,10;8,33;1,54;0,43;11,09;0,34;0,52;0,72;0,20;0,38;0,68;7
1668;PASAR - PULOGADUNG;Kota Jakarta Timur;2022;Juli;371,96;185,50;64,13;11,83;3,35;85,36;2,60;4,02;5,51;1,56;2,90;5,21;7
1669;PASAR - SAWAH BESAR;Kota Jakarta Pusat;2022;Juli;159,7;79,64;27,53;5,08;1,44;36,65;1,12;1,72;2,36;0,67;1,25;2,24;7
1670;PASAR - SENEN;Kota Jakarta Pusat;2022;Juli;570,84;284,68;98,41;18,15;5,14;131,01;4,00;6,17;8,45;2,40;4,45;7,99;7
1671;PASAR - SETIABUDI;Kota Jakarta Selatan;2022;Juli;339,72;169,42;58,57;10,80;3,06;77,97;2,38;3,67;5,03;1,43;2,65;4,76;7
1672;PASAR - TAMANSARI;Kota Jakarta Barat;2022;Juli;570,62;284,57;98,37;18,15;5,14;130,96;3,99;6,16;8,45;2,40;4,45;7,99;7
1673;PASAR - TAMBORA;Kota Jakarta Barat;2022;Juli;405,58;202,26;69,92;12,90;3,65;93,08;2,84;4,38;6,00;1,70;3,16;5,68;7
1674;PASAR - TANAH ABANG;Kota Jakarta Pusat;2022;Juli;203,76;101,62;35,13;6,48;1,83;46,76;1,43;2,20;3,02;0,86;1,59;2,85;7
1675;PASAR - TANJUNG PRIOK;Kota Jakarta Pusat;2022;Juli;303,3;151,26;52,29;9,64;2,73;69,61;2,12;3,28;4,49;1,27;2,37;4,25;7
1676;PASAR - TEBET;Kota Jakarta Selatan;2022;Juli;176,1;87,82;30,36;5,60;1,58;40,41;1,23;1,90;2,61;0,74;1,37;2,47;7
1677;PASAR MINGGU;Kota Jakarta Selatan;2022;Juli;6207,04;3095,45;1070,09;197,38;55,86;1424,52;43,45;67,04;91,86;26,07;48,41;86,90;7
1678;PASAR REBO;Kota Jakarta Timur;2022;Juli;3446,44;1718,74;594,17;109,60;31,02;790,96;24,13;37,22;51,01;14,48;26,88;48,25;7
1679;PENJARINGAN;Kota Jakarta Utara;2022;Juli;6656,24;3319,47;1147,54;211,67;59,91;1527,61;46,59;71,89;98,51;27,96;51,92;93,19;7
1680;PESANGGRAHAN;Kota Jakarta Selatan;2022;Juli;4751,86;2369,75;819,22;151,11;42,77;1090,55;33,26;51,32;70,33;19,96;37,06;66,53;7
1681;PKLB3;Lembaga ;2022;Juli;4222,42;2105,72;727,95;134,27;38,00;969,05;29,56;45,60;62,49;17,73;32,93;59,11;7
1682;PULOGADUNG;Kota Jakarta Timur;2022;Juli;4930,26;2458,72;849,98;156,78;44,37;1131,49;34,51;53,25;72,97;20,71;38,46;69,02;7
1683;SAWAH BESAR;Kota Jakarta Pusat;2022;Juli;2281,42;1137,74;393,32;72,55;20,53;523,59;15,97;24,64;33,77;9,58;17,80;31,94;7
1684;SENEN;Kota Jakarta Pusat;2022;Juli;1614,58;805,19;278,35;51,34;14,53;370,55;11,30;17,44;23,90;6,78;12,59;22,60;7
1685;SETIABUDI;Kota Jakarta Selatan;2022;Juli;2776,2;1384,49;478,62;88,28;24,99;637,14;19,43;29,98;41,09;11,66;21,65;38,87;7
1686;TAMAN SARI;Kota Jakarta Barat;2022;Juli;3359,04;1675,15;579,10;106,82;30,23;770,90;23,51;36,28;49,71;14,11;26,20;47,03;7
1687;TAMBORA;Kota Jakarta Barat;2022;Juli;6279,42;3131,55;1082,57;199,69;56,51;1441,13;43,96;67,82;92,94;26,37;48,98;87,91;7
1688;TANAH ABANG;Kota Jakarta Pusat;2022;Juli;3239,56;1615,57;558,50;103,02;29,16;743,48;22,68;34,99;47,95;13,61;25,27;45,35;7
1689;TANJUNG PRIOK;Kota Jakarta Utara;2022;Juli;7817,32;3898,50;1347,71;248,59;70,36;1794,07;54,72;84,43;115,70;32,83;60,98;109,44;7
1690;TEBET;Kota Jakarta Selatan;2022;Juli;3844,56;1917,28;662,80;122,26;34,60;882,33;26,91;41,52;56,90;16,15;29,99;53,82;7
1691;UPK BADAN AIR;Lembaga ;2022;Juli;7119,16;3550,33;1227,34;226,39;64,07;1633,85;49,83;76,89;105,36;29,90;55,53;99,67;7
1692;B2B;Lembaga ;2022;Agustus;7896,9;3938,18;1361,43;251,12;71,07;1812,34;55,28;85,29;116,87;33,17;61,60;110,56;8
1693;BIDANG PENGENDALIAN KEBERSIHAN;Lembaga ;2022;Agustus;1864,2;929,68;321,39;59,28;16,78;427,83;13,05;20,13;27,59;7,83;14,54;26,10;8
1694;CAKUNG;Kota Jakarta Timur;2022;Agustus;9233,02;4604,51;1591,77;293,61;83,10;2118,98;64,63;99,72;136,65;38,78;72,02;129,26;8
1695;CEMPAKA PUTIH;Kota Jakarta Pusat;2022;Agustus;1600,78;798,31;275,97;50,90;14,41;367,38;11,21;17,29;23,69;6,72;12,49;22,41;8
1696;CENGKARENG;Kota Jakarta Barat;2022;Agustus;8930,76;4453,77;1539,66;284,00;80,38;2049,61;62,52;96,45;132,18;37,51;69,66;125,03;8
1697;CILANDAK;Kota Jakarta Selatan;2022;Agustus;3676,46;1833,45;633,82;116,91;33,09;843,75;25,74;39,71;54,41;15,44;28,68;51,47;8
1698;CILINCING;Kota Jakarta Utara;2022;Agustus;5348,24;2667,17;922,04;170,07;48,13;1227,42;37,44;57,76;79,15;22,46;41,72;74,88;8
1699;CIPAYUNG;Kota Jakarta Timur;2022;Agustus;3898,48;1944,17;672,10;123,97;35,09;894,70;27,29;42,10;57,70;16,37;30,41;54,58;8
1700;CIRACAS;Kota Jakarta Timur;2022;Agustus;4329,3;2159,02;746,37;137,67;38,96;993,57;30,31;46,76;64,07;18,18;33,77;60,61;8
1701;DUREN SAWIT;Kota Jakarta Timur;2022;Agustus;7243,82;3612,49;1248,83;230,35;65,19;1662,46;50,71;78,23;107,21;30,42;56,50;101,41;8
1702;GAMBIR;Kota Jakarta Pusat;2022;Agustus;2352,56;1173,22;405,58;74,81;21,17;539,91;16,47;25,41;34,82;9,88;18,35;32,94;8
1703;GROGOL PETAMBURAN;Kota Jakarta Barat;2022;Agustus;5457,14;2721,48;940,81;173,54;49,11;1252,41;38,20;58,94;80,77;22,92;42,57;76,40;8
1704;JAGAKARSA;Kota Jakarta Selatan;2022;Agustus;5554,2;2769,88;957,54;176,62;49,99;1274,69;38,88;59,99;82,20;23,33;43,32;77,76;8
1705;JATINEGARA;Kota Jakarta Timur;2022;Agustus;5741,14;2863,11;989,77;182,57;51,67;1317,59;40,19;62,00;84,97;24,11;44,78;80,38;8
1706;JOHAR BARU;Kota Jakarta Pusat;2022;Agustus;1723,6;859,56;297,15;54,81;15,51;395,57;12,07;18,61;25,51;7,24;13,44;24,13;8
1707;KALIDERES;Kota Jakarta Barat;2022;Agustus;7362,06;3671,46;1269,22;234,11;66,26;1689,59;51,53;79,51;108,96;30,92;57,42;103,07;8
1708;KEBAYORAN BARU;Kota Jakarta Selatan;2022;Agustus;5459,96;2722,88;941,30;173,63;49,14;1253,06;38,22;58,97;80,81;22,93;42,59;76,44;8
1709;KEBAYORAN LAMA;Kota Jakarta Selatan;2022;Agustus;6465,04;3224,12;1114,57;205,59;58,19;1483,73;45,26;69,82;95,68;27,15;50,43;90,51;8
1710;KEBON JERUK;Kota Jakarta Barat;2022;Agustus;2294,3;1144,17;395,54;72,96;20,65;526,54;16,06;24,78;33,96;9,64;17,90;32,12;8
1711;KEHUTANAN JAKARTA BARAT;Kota Jakarta Barat;2022;Agustus;245,12;122,24;42,26;7,79;2,21;56,26;1,72;2,65;3,63;1,03;1,91;3,43;8
1712;KEHUTANAN JAKARTA PUSAT;Kota Jakarta Pusat;2022;Agustus;244,78;122,07;42,20;7,78;2,20;56,18;1,71;2,64;3,62;1,03;1,91;3,43;8
1713;KELAPA GADING;Kota Jakarta Utara;2022;Agustus;4313,82;2151,30;743,70;137,18;38,82;990,02;30,20;46,59;63,84;18,12;33,65;60,39;8
1714;KEMAYORAN;Kota Jakarta Pusat;2022;Agustus;4351,9;2170,29;750,27;138,39;39,17;998,76;30,46;47,00;64,41;18,28;33,94;60,93;8
1715;KEMBANGAN;Kota Jakarta Barat;2022;Agustus;5542,58;2764,08;955,54;176,25;49,88;1272,02;38,80;59,86;82,03;23,28;43,23;77,60;8
1716;KEPULAUAN SERIBU;Kabupaten Kepulauan Seribu;2022;Agustus;739,86;368,97;127,55;23,53;6,66;169,80;5,18;7,99;10,95;3,11;5,77;10,36;8
1717;KOJA;Kota Jakarta Utara;2022;Agustus;4063,82;2026,63;700,60;129,23;36,57;932,65;28,45;43,89;60,14;17,07;31,70;56,89;8
1718;KRAMAT JATI;Kota Jakarta Timur;2022;Agustus;3575,1;1782,90;616,35;113,69;32,18;820,49;25,03;38,61;52,91;15,02;27,89;50,05;8
1719;MAKASAR;Kota Jakarta Timur;2022;Agustus;2931;1461,69;505,30;93,21;26,38;672,66;20,52;31,65;43,38;12,31;22,86;41,03;8
1720;MAMPANG PRAPATAN;Kota Jakarta Selatan;2022;Agustus;3004,8;1498,49;518,03;95,55;27,04;689,60;21,03;32,45;44,47;12,62;23,44;42,07;8
1721;MATRAMAN;Kota Jakarta Timur;2022;Agustus;2612,52;1302,86;450,40;83,08;23,51;599,57;18,29;28,22;38,67;10,97;20,38;36,58;8
1722;MENTENG;Kota Jakarta Pusat;2022;Agustus;2438,64;1216,15;420,42;77,55;21,95;559,67;17,07;26,34;36,09;10,24;19,02;34,14;8
1723;Pademangan;Kota Jakarta Utara;2022;Agustus;2857,2;1424,89;492,58;90,86;25,71;655,73;20,00;30,86;42,29;12,00;22,29;40,00;8
1724;PALMERAH;Kota Jakarta Barat;2022;Agustus;4185,74;2087,43;721,62;133,11;37,67;960,63;29,30;45,21;61,95;17,58;32,65;58,60;8
1725;PANCORAN;Kota Jakarta Selatan;2022;Agustus;4212,16;2100,60;726,18;133,95;37,91;966,69;29,49;45,49;62,34;17,69;32,85;58,97;8
1726;PASAR - CAKUNG;Kota Jakarta Timur;2022;Agustus;200,08;99,78;34,49;6,36;1,80;45,92;1,40;2,16;2,96;0,84;1,56;2,80;8
1727;PASAR - CEMPAKA PUTIH;Kota Jakarta Pusat;2022;Agustus;331,48;165,31;57,15;10,54;2,98;76,07;2,32;3,58;4,91;1,39;2,59;4,64;8
1728;PASAR - CENGKARENG;Kota Jakarta Barat;2022;Agustus;148,88;74,25;25,67;4,73;1,34;34,17;1,04;1,61;2,20;0,63;1,16;2,08;8
1729;PASAR - CILANDAK;Kota Jakarta Selatan;2022;Agustus;78,46;39,13;13,53;2,50;0,71;18,01;0,55;0,85;1,16;0,33;0,61;1,10;8
1730;PASAR - CILINCING;Kota Jakarta Utara;2022;Agustus;198,26;98,87;34,18;6,30;1,78;45,50;1,39;2,14;2,93;0,83;1,55;2,78;8
1731;PASAR - CIPAYUNG;Kota Jakarta Timur;2022;Agustus;99,42;49,58;17,14;3,16;0,89;22,82;0,70;1,07;1,47;0,42;0,78;1,39;8
1732;PASAR - CIRACAS;Kota Jakarta Timur;2022;Agustus;86,18;42,98;14,86;2,74;0,78;19,78;0,60;0,93;1,28;0,36;0,67;1,21;8
1733;PASAR - DUREN SAWIT;Kota Jakarta Timur;2022;Agustus;665,3;331,79;114,70;21,16;5,99;152,69;4,66;7,19;9,85;2,79;5,19;9,31;8
1734;PASAR - GAMBIR;Kota Jakarta Pusat;2022;Agustus;164,98;82,28;28,44;5,25;1,48;37,86;1,15;1,78;2,44;0,69;1,29;2,31;8
1735;PASAR - GROGOL PETAMBURAN;Kota Jakarta Barat;2022;Agustus;309,94;154,57;53,43;9,86;2,79;71,13;2,17;3,35;4,59;1,30;2,42;4,34;8
1736;PASAR - JAGAKARSA;Kota Jakarta Selatan;2022;Agustus;230,94;115,17;39,81;7,34;2,08;53,00;1,62;2,49;3,42;0,97;1,80;3,23;8
1737;PASAR - JATINEGARA;Kota Jakarta Timur;2022;Agustus;202,44;100,96;34,90;6,44;1,82;46,46;1,42;2,19;3,00;0,85;1,58;2,83;8
1738;PASAR - JOHAR BARU;Kota Jakarta Pusat;2022;Agustus;21,18;10,56;3,65;0,67;0,19;4,86;0,15;0,23;0,31;0,09;0,17;0,30;8
1739;PASAR - KALIDERES;Kota Jakarta Barat;2022;Agustus;50,38;25,12;8,69;1,60;0,45;11,56;0,35;0,54;0,75;0,21;0,39;0,71;8
1740;PASAR - KEBAYORAN BARU;Kota Jakarta Selatan;2022;Agustus;275,14;137,21;47,43;8,75;2,48;63,14;1,93;2,97;4,07;1,16;2,15;3,85;8
1741;PASAR - KEBAYORAN LAMA;Kota Jakarta Selatan;2022;Agustus;343,36;171,23;59,20;10,92;3,09;78,80;2,40;3,71;5,08;1,44;2,68;4,81;8
1742;PASAR - KEBON JERUK;Kota Jakarta Barat;2022;Agustus;293,24;146,24;50,55;9,33;2,64;67,30;2,05;3,17;4,34;1,23;2,29;4,11;8
1743;PASAR - KELAPA GADING;Kota Jakarta Utara;2022;Agustus;50,52;25,19;8,71;1,61;0,45;11,59;0,35;0,55;0,75;0,21;0,39;0,71;8
1744;PASAR - KEMAYORAN;Kota Jakarta Pusat;2022;Agustus;354,86;176,97;61,18;11,28;3,19;81,44;2,48;3,83;5,25;1,49;2,77;4,97;8
1745;PASAR - KEMBANGAN;Kota Jakarta Barat;2022;Agustus;198,34;98,91;34,19;6,31;1,79;45,52;1,39;2,14;2,94;0,83;1,55;2,78;8
1746;PASAR - KOJA;Kota Jakarta Utara;2022;Agustus;415,64;207,28;71,66;13,22;3,74;95,39;2,91;4,49;6,15;1,75;3,24;5,82;8
1747;PASAR - KRAMAT JATI;Kota Jakarta Timur;2022;Agustus;5383,14;2684,57;928,05;171,18;48,45;1235,43;37,68;58,14;79,67;22,61;41,99;75,36;8
1748;PASAR - MAKASAR;Kota Jakarta Timur;2022;Agustus;233,26;116,33;40,21;7,42;2,10;53,53;1,63;2,52;3,45;0,98;1,82;3,27;8
1749;PASAR - MAMPANG PRAPATAN;Kota Jakarta Selatan;2022;Agustus;85,92;42,85;14,81;2,73;0,77;19,72;0,60;0,93;1,27;0,36;0,67;1,20;8
1750;PASAR - MATRAMAN;Kota jakarta Timur;2022;Agustus;93,94;46,85;16,20;2,99;0,85;21,56;0,66;1,01;1,39;0,39;0,73;1,32;8
1751;PASAR - PADEMANGAN;Kota Jakarta Utara;2022;Agustus;343,2;171,15;59,17;10,91;3,09;78,76;2,40;3,71;5,08;1,44;2,68;4,80;8
1752;PASAR - PALMERAH;Kota Jakarta Barat;2022;Agustus;30,9;15,41;5,33;0,98;0,28;7,09;0,22;0,33;0,46;0,13;0,24;0,43;8
1753;PASAR - PASAR MINGGU;Kota Jakarta Selatan;2022;Agustus;215,16;107,30;37,09;6,84;1,94;49,38;1,51;2,32;3,18;0,90;1,68;3,01;8
1754;PASAR - PASAR REBO;Kota Jakarta Timur;2022;Agustus;197,4;98,44;34,03;6,28;1,78;45,30;1,38;2,13;2,92;0,83;1,54;2,76;8
1755;PASAR - PENJARINGAN;Kota Jakarta Utara;2022;Agustus;189,82;94,66;32,72;6,04;1,71;43,56;1,33;2,05;2,81;0,80;1,48;2,66;8
1756;PASAR - PESANGGRAHAN;Kota Jakarta Selatan;2022;Agustus;44,28;22,08;7,63;1,41;0,40;10,16;0,31;0,48;0,66;0,19;0,35;0,62;8
1757;PASAR - PULOGADUNG;Kota Jakarta Timur;2022;Agustus;404;201,47;69,65;12,85;3,64;92,72;2,83;4,36;5,98;1,70;3,15;5,66;8
1758;PASAR - SAWAH BESAR;Kota Jakarta Pusat;2022;Agustus;202,96;101,22;34,99;6,45;1,83;46,58;1,42;2,19;3,00;0,85;1,58;2,84;8
1759;PASAR - SENEN;Kota Jakarta Pusat;2022;Agustus;562,62;280,58;97,00;17,89;5,06;129,12;3,94;6,08;8,33;2,36;4,39;7,88;8
1760;PASAR - SETIABUDI;Kota Jakarta Selatan;2022;Agustus;320,36;159,76;55,23;10,19;2,88;73,52;2,24;3,46;4,74;1,35;2,50;4,49;8
1761;PASAR - TAMANSARI;Kota Jakarta Barat;2022;Agustus;545,44;272,01;94,03;17,34;4,91;125,18;3,82;5,89;8,07;2,29;4,25;7,64;8
1762;PASAR - TAMBORA;Kota Jakarta Barat;2022;Agustus;382,76;190,88;65,99;12,17;3,44;87,84;2,68;4,13;5,66;1,61;2,99;5,36;8
1763;PASAR - TANAH ABANG;Kota Jakarta Pusat;2022;Agustus;293,84;146,54;50,66;9,34;2,64;67,44;2,06;3,17;4,35;1,23;2,29;4,11;8
1764;PASAR - TANJUNG PRIOK;Kota Jakarta Pusat;2022;Agustus;331,96;165,55;57,23;10,56;2,99;76,18;2,32;3,59;4,91;1,39;2,59;4,65;8
1765;PASAR - TEBET;Kota Jakarta Selatan;2022;Agustus;192,2;95,85;33,14;6,11;1,73;44,11;1,35;2,08;2,84;0,81;1,50;2,69;8
1766;PASAR MINGGU;Kota Jakarta Selatan;2022;Agustus;6365,66;3174,55;1097,44;202,43;57,29;1460,92;44,56;68,75;94,21;26,74;49,65;89,12;8
1767;PASAR REBO;Kota Jakarta Timur;2022;Agustus;3590,96;1790,81;619,08;114,19;32,32;824,13;25,14;38,78;53,15;15,08;28,01;50,27;8
1768;PENJARINGAN;Kota Jakarta Utara;2022;Agustus;6799,22;3390,77;1172,19;216,22;61,19;1560,42;47,59;73,43;100,63;28,56;53,03;95,19;8
1769;PESANGGRAHAN;Kota Jakarta Selatan;2022;Agustus;4875,74;2431,53;840,58;155,05;43,88;1118,98;34,13;52,66;72,16;20,48;38,03;68,26;8
1770;PKLB3;Lembaga ;2022;Agustus;4627,12;2307,54;797,72;147,14;41,64;1061,92;32,39;49,97;68,48;19,43;36,09;64,78;8
1771;PULOGADUNG;Kota Jakarta Timur;2022;Agustus;4968,98;2478,03;856,65;158,01;44,72;1140,38;34,78;53,66;73,54;20,87;38,76;69,57;8
1772;SAWAH BESAR;Kota Jakarta Pusat;2022;Agustus;2379,64;1186,73;410,25;75,67;21,42;546,13;16,66;25,70;35,22;9,99;18,56;33,31;8
1773;SENEN;Kota Jakarta Pusat;2022;Agustus;1705,42;850,49;294,01;54,23;15,35;391,39;11,94;18,42;25,24;7,16;13,30;23,88;8
1774;SETIABUDI;Kota Jakarta Selatan;2022;Agustus;2917,02;1454,72;502,89;92,76;26,25;669,46;20,42;31,50;43,17;12,25;22,75;40,84;8
1775;TAMAN SARI;Kota Jakarta Barat;2022;Agustus;3576,34;1783,52;616,56;113,73;32,19;820,77;25,03;38,62;52,93;15,02;27,90;50,07;8
1776;TAMBORA;Kota Jakarta Barat;2022;Agustus;6645,7;3314,21;1145,72;211,33;59,81;1525,19;46,52;71,77;98,36;27,91;51,84;93,04;8
1777;TANAH ABANG;Kota Jakarta Pusat;2022;Agustus;3129,04;1560,45;539,45;99,50;28,16;718,11;21,90;33,79;46,31;13,14;24,41;43,81;8
1778;TANJUNG PRIOK;Kota Jakarta Utara;2022;Agustus;7525,78;3753,11;1297,44;239,32;67,73;1727,17;52,68;81,28;111,38;31,61;58,70;105,36;8
1779;TEBET;Kota Jakarta Selatan;2022;Agustus;4180,38;2084,76;720,70;132,94;37,62;959,40;29,26;45,15;61,87;17,56;32,61;58,53;8
1780;UPK BADAN AIR;Lembaga ;2022;Agustus;7466;3723,29;1287,14;237,42;67,19;1713,45;52,26;80,63;110,50;31,36;58,23;104,52;8
1781;B2B;Lembaga ;2022;September;9225,6;4600,81;1590,49;293,37;83,03;2117,28;64,58;99,64;136,54;38,75;71,96;129,16;9
1782;BIDANG PENGENDALIAN KEBERSIHAN;Lembaga ;2022;September;1348,96;672,73;232,56;42,90;12,14;309,59;9,44;14,57;19,96;5,67;10,52;18,89;9
1783;CAKUNG;Kota Jakarta Timur;2022;September;8955,16;4465,94;1543,87;284,77;80,60;2055,21;62,69;96,72;132,54;37,61;69,85;125,37;9
1784;CEMPAKA PUTIH;Kota Jakarta Pusat;2022;September;1654,78;825,24;285,28;52,62;14,89;379,77;11,58;17,87;24,49;6,95;12,91;23,17;9
1785;CENGKARENG;Kota Jakarta Barat;2022;September;8967,46;4472,07;1545,99;285,17;80,71;2058,03;62,77;96,85;132,72;37,66;69,95;125,54;9
1786;CILANDAK;Kota Jakarta Selatan;2022;September;3642,94;1816,73;628,04;115,85;32,79;836,05;25,50;39,34;53,92;15,30;28,41;51,00;9
